,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
283,C2Cl1H7N4O4S1,(C2H7N4S)(ClO4),4.586655,Indirect,3.326418,2.0,-5.5509440134211
284,C2Cl1La2,La2(C2)Cl,0.0,Indirect,0.0,15.0,-6.955357082
285,C2Cl3H10Ir1O3,(Ir2Cl6(CH3OH)4)(H2O)2,3.630041,Indirect,2.091218,2.0,-4.8505852952632
286,C2Co1N2S2,Co(NCS)2,2.969371,Indirect,1.646273,12.0,-6.7490104728571
287,C2Cu4H3N5,(Cu4(NH3))(NCN)2,3.349202,Direct,2.295975,186.0,-5.6324375175
288,C2Cu5H8I4N2O4,(Cu(H2O)4)(Cu2(CN)I2)2,1.125013,Direct,0.019617,2.0,-4.43166971
289,C2Ge2La5,(C2)Ge2La5,0.0,Indirect,0.0,55.0,-6.3153281122222
290,C2H10Hg1O8S2,Hg(CH3SO3)2(H2O)2,4.897547,Indirect,3.088802,2.0,-5.1289700126087
291,C2H2N4Ni1,Ni(HNCN)2,3.646985,Indirect,2.686189,58.0,-6.7441569916667
292,C2H2O4Pb1,Pb(HCOO)2,3.973568,Direct,2.935453,19.0,-6.5018899369444
293,C2H6K1N4O4P1,K(PO2(NHCONH2)2),6.872532,Indirect,5.238256,43.0,-6.3646628083333
294,C2H6N4O4P1Rb1,Rb(PO2(NHCONH2)2),6.874682,Indirect,5.252732,43.0,-6.3611543927778
295,C2H6O4S1,(CH3)2(SO4),7.793159,Indirect,6.094247,43.0,-5.4515383403846
296,C2Hg1N2O2,Hg(CNO)2,4.889035,Indirect,3.610817,64.0,-6.0867471307143
297,C2In1Li1N4,LiIn(CN2)2,4.068814,Indirect,2.855033,60.0,-7.2069943678125
298,C2Li1N4Y1,LiY(CN2)2,4.934564,Indirect,3.657709,60.0,-8.2738451615625
299,C3Fe1H3O6,Fe(HCO2)3(HCO2H),3.297546,Direct,2.01334,167.0,-6.6390767392308
300,C4Ca1O4,Ca(C4O4),5.322544,Indirect,3.752274,141.0,-7.6730404566667
301,C4Cd1H12N6O2S4,(Cd(NCS)2(CS(NH2)2)2)(H2O)2,4.707344,Indirect,3.490067,2.0,-5.6569733989655
302,C4Cl6H4N2Te1,(NH2(CH3)2)2(TeCl6),0.717253,Indirect,0.451066,58.0,-4.7284457338235
303,C4Cu1H6N8,Cu(N(CN)2)2(NH3)2,3.637978,Indirect,1.773759,2.0,-6.5927457321053
304,C4F10Ge1H2,(C2F5)2GeH2,8.070251,Indirect,6.320397,43.0,-5.0953718588235
305,C4Fe1H7O8,(Fe2(OH)2(C4O4)2(H2O)4)(H2O)2,2.470649,Direct,1.491102,2.0,-6.211538757
306,C4H3N1O8P2Zn1,(N(CH3)4)Zn(HPO4)(H2PO4),3.325211,Indirect,2.158588,43.0,-6.4698172631579
307,C4H6N2S2Sn1,Sn(CH3)2(NCS)2,5.042063,Indirect,3.864723,59.0,-5.727716706
308,C4Hg1N4Se4Zn1,HgZn(NCSe)4,3.298834,Indirect,2.294707,82.0,-5.8943817864286
309,C4K1Li1N6,LiK(N(CN)2)2,5.736436,Indirect,4.511222,140.0,-7.5838622795833
310,C4K3N4O2Tc1,K3(TcO2(CN)4),3.86084,Direct,2.316406,2.0,-7.1910914328571
311,C4N3Rb1,Rb(C(CN)3),5.090555,Indirect,3.775366,167.0,-7.73580691625
312,C4N4Ni1Zn1,NiZn(CN)4,5.354734,Indirect,4.643487,132.0,-7.132088767
313,C4N4Pt1Rb2,Rb2(Pt(CN)4),3.646907,Indirect,2.390972,74.0,-7.3033204936364
314,C5O5P4S3W1,W(CO)5(S3P4),3.282485,Indirect,2.364136,2.0,-7.0340062158333
315,C6Fe1H12N8O8,(Fe(O2N2CN)2(H2O)2(N2C4H4))(H2O)2,2.580876,Indirect,2.05793,2.0,-6.29730932
316,C6Fe1K1La1N6,KLa(Fe(CN)6),5.205802,Direct,3.71344,163.0,-7.973064946
317,C8Cu1H16N8Ni1,(Cu(C2N2H8)2)(Ni(CN)4),3.868814,Indirect,1.911971,2.0,-5.9063051032353
318,C8Cu1N6,Cu(C(CN)3)2,2.550212,Indirect,0.758863,53.0,-7.9002198693333
319,Ca1Co2Ga3,CaCo2Ga3,0.0,Indirect,0.0,63.0,-4.5142025091667
320,Ca1Cs1D3,CsCaD3,4.219765,Direct,3.076127,221.0,-2.964255378
321,Ca1D2O2,Ca(OD)2,6.118395,Direct,4.372456,5.0,-5.5825103995
322,Ca1K2N6Ni1O12,K2Ca(Ni(NO2)6),3.812865,Indirect,2.155035,202.0,-6.1333372177273
323,Ca1O24P6Sn4,CaSn4(PO4)6,5.452784,Indirect,3.575865,148.0,-6.9414043948571
324,Ca2Co1O7Si2,Ca2Co(Si2O7),4.257736,Direct,3.046344,81.0,-7.2220108625
325,Ca2I1Na1O6,Ca2Na(IO6),4.472647,Indirect,2.736489,14.0,-5.4698510595
326,Ca2O6Pd1W1,Ca2Pd(WO6),2.408534,Indirect,0.715896,25.0,-7.2014985945
327,Ca3H2Pb1,Ca3PbH2,0.475433,Direct,0.0,63.0,-3.25273
328,Cd1Cl4Cs2,Cs2CdCl4,4.430842,Indirect,3.089179,139.0,-3.0405824128571
329,Cd1Cu2Se4Si1,CdCu2(SiSe4),1.442417,Direct,0.643368,31.0,-3.549820346875
330,Cd1Ni4Y1,YNi4Cd,0.0,Indirect,0.0,216.0,-5.2033888666667
331,Cd1O6Sr2W1,Sr2Cd(WO6),4.223892,Indirect,2.907884,25.0,-6.9765336915
332,Cd1P1S3,Cd(PS3),2.842682,Indirect,1.747628,146.0,-4.107670551
333,Cd1S2Ta1,TaCdS2,0.0,Indirect,0.0,194.0,-5.9912067175
334,Cd2Mn3O8,Cd2Mn3O8,2.491574,Indirect,1.023027,12.0,-6.1401750569231
335,Cd4Cl4H2O7Se2,Cd4(SeO3)2Cl4(H2O),0.0,Indirect,0.0,69.0,-3.7554611036842
336,Ce1Pd3S4,CePd3S4,0.0,Indirect,0.0,223.0,-5.70710849125
337,Ce1Pt1Sn1,CePtSn,0.0,Indirect,0.0,33.0,-6.27416
338,Ce3Ge2Ru2,Ce3Ru2Ge2,0.0,Indirect,0.0,57.0,-7.12696
339,Co1F4H8N2O2,(NH3OH)2CoF4,5.091731,Indirect,3.315572,14.0,-4.8821825273529
340,Co1Ga2Hf6,CoGa2Hf6,0.0,Indirect,0.0,189.0,-8.4441610188889
341,Co1H4Na2O10Se2,Na2Co(SeO4)2(H2O)2,4.305586,Indirect,2.629613,2.0,-5.0158077110526
342,Co1In8Y2,Y2CoIn8,0.0,Indirect,0.0,123.0,-3.9834479663636
343,Co1Pb3Zr5,Zr5Pb3Co,0.0,Indirect,0.0,193.0,-6.9867653488889
344,Co1Rh2S4,CoRh2S4,1.351471,Indirect,0.449543,227.0,-5.5967562185714
345,Co2In3La8,La8Co2In3,0.0,Indirect,0.0,31.0,-4.9861039711538
346,Cs1D1O1,Cs(OD),5.168899,Direct,3.621372,19.0,-4.3365195441667
347,Cs1F2O2P1,CsPO2F2,7.039878,Indirect,5.220706,62.0,-5.8088302675
348,Cs1Fe1Mo2O8,CsFe(MoO4)2,3.243519,Indirect,2.07991,164.0,-7.5796920483333
349,Cs1H1O7S2,Cs(HS2O7),7.331619,Direct,5.426304,2.0,-5.7113968190909
350,Cs1H2O4P1,CsH2PO4,6.996327,Indirect,5.262213,11.0,-5.948058586875
351,Cs1H4O5Sb1,Cs2(Sb2O2(OH)8),5.097507,Indirect,3.310798,2.0,-5.2496241104545
352,Cs1O12Se2Ta3,Cs(TaO2)3(SeO3)2,3.919662,Direct,2.528614,164.0,-7.8604494861111
353,Cs1O2P1S1,Cs4P4O8S4,5.352587,Direct,4.068417,2.0,-5.7947132145
354,Cs1O2Y1,CsYO2,4.204511,Indirect,2.852973,187.0,-6.93858285875
355,Cs1Se8Ti5,CsTi5Se8,0.0,Indirect,0.0,12.0,-6.0349119114286
356,Cs1Te8Ti5,CsTi5Te8,0.0,Indirect,0.0,12.0,-5.3922453914286
357,Cs4Se9Sn3Sr1,Cs4SrSn3Se9,2.165451,Indirect,1.539774,146.0,-3.6048314864706
358,Cs5H4N6P1,Cs5(P(NH)4)(NH2)2,0.0,Indirect,0.0,68.0,-4.1433101571875
359,Cs9Ga1O4,Cs9(GaO4),0.0,Indirect,0.0,140.0,-3.195765445
360,D3K1Mg1N2,KMg(ND)(ND2),3.032192,Direct,1.760321,19.0,-4.6804204671429
361,F11H3N1Sb2,(N2H6)(Sb2F11)2,6.323947,Indirect,4.058226,2.0,-4.60044275
362,F1Fe1Na1O4S1,NaFe(SO4)F,4.443832,Indirect,3.765371,15.0,-5.9553760325
363,F1Fe1O3Sr2,Sr2FeO3F,4.023165,Indirect,2.475787,129.0,-6.1222660103571
364,F1H1Na1O4P1Sn1,Na(SnF(HPO4)),4.486176,Indirect,3.57494,62.0,-5.9407375222222
365,F1H4Na1Ni1O6S1,NaNi(SO4)F(H2O)2,5.8481,Indirect,4.455021,11.0,-5.2346662732143
366,F1H6N1Na1O4P1,(NH4)Na(PO3F)(H2O),6.661529,Indirect,4.904836,7.0,-5.4881176410714
367,F1K1O6Te3,K(Te3O6F),3.974083,Direct,2.953064,148.0,-5.1844801654545
368,F2K3Na1O6P2,NaK3(PO3F)2,6.29565,Direct,4.541539,164.0,-5.8655914942857
369,F2N2O4Xe1,(XeF2)(N2O4),3.862115,Indirect,2.385603,2.0,-4.7660893266667
370,F2Na1O2V1,NaVO2F2,3.15517,Indirect,2.232608,4.0,-5.9537688258333
371,F3Mn1Na2O7P2,Na2MnF2(PO3(O0.5F0.5))2,1.956456,Indirect,0.395694,1.0,-6.115805764
372,F3Nb2O2,Nb2O2F3,0.0,Indirect,0.0,15.0,-7.7478865314286
373,F6H12O6Sn2Zn1,(Zn(H2O)6)(SnF3)2,5.380673,Indirect,3.805712,2.0,-4.4622113748148
374,F6Mn1Rb2,Rb2(MnF6),5.091735,Indirect,3.162171,186.0,-4.7988517877778
375,F6O1Xe2,(XeOF4)(XeF2),4.250318,Direct,2.788505,87.0,-1.9789461483333
376,F8O2Pb1V2,Pb(V2O2F8),4.196439,Indirect,3.301877,2.0,-5.5912651161538
377,Fe1Ga2Hf6,FeGa2Hf6,0.0,Indirect,0.0,189.0,-8.5396099411111
378,Fe1H10N4O8S2,Fe(N2H5)2(SO4)2,4.356528,Indirect,3.807454,2.0,-5.6596277212
379,Fe1H2O5P1,Fe(PO4)(H2O),3.477694,Indirect,1.996473,15.0,-6.3334428733333
380,Fe1Hf9Re4,FeHf9Re4,0.0,Indirect,0.0,194.0,-10.844905006429
381,Fe1Hf9W4,Hf9W4Fe,0.0,Indirect,0.0,194.0,-10.815600286071
382,Fe1In1O3,In(FeO3),3.278478,Indirect,1.798381,194.0,-6.250523944
383,Fe1Nb1O4,Fe(NbO4),3.608131,Indirect,2.409325,5.0,-8.1288822583333
384,Fe1O2Sr1,SrFeO2,2.144439,Indirect,1.108591,123.0,-6.47438087375
385,Fe1Pb3Zr5,Zr5Pb3Fe,0.0,Indirect,0.0,193.0,-7.0904009961111
386,Fe2O6Sr3,Sr3Fe2O6,3.176485,Indirect,1.791636,139.0,-6.399579425
387,Fe7Ga16Ti6,Fe7Ga16Ti6,0.0,Indirect,0.0,225.0,-5.5133804644828
388,Fe7Ga16Zr6,Fe7Ga16Zr6,0.0,Indirect,0.0,225.0,-5.7254739986207
389,H12N6Ni1O4,Ni(NH3)4(NO2)2,1.611116,Direct,0.870797,12.0,-4.8823146934783
390,H1N2P1,HN2P,6.38152,Indirect,4.857246,13.0,-6.725651495625
391,H1O3P1Tl1,Tl2H2P2O6,4.582641,Indirect,3.433034,14.0,-5.8626431445833
392,H1O5P1Zn2,Zn2(OH)(PO4),5.175259,Indirect,3.926818,58.0,-5.7115978775
393,H2K1N1O3S1,KSO3NH2,6.987208,Indirect,5.258535,57.0,-5.5312777628125
394,H3La1O12Se3,La(HSeO4)3,0.0,Indirect,0.0,176.0,-5.0719356223684
395,H3N1O6Sr2,Sr2(OH)3(NO3),4.600722,Indirect,2.82046,189.0,-5.8591450791667
396,H4K2O6Os1,K2(Os(OH)4O2),1.637119,Direct,0.181357,139.0,-5.3058516015385
397,H5K2O6Sb1,K2((SbO)(OH)5),4.844933,Indirect,3.1598,2.0,-5.1115436910714
398,H6Li2O6Sn1,Li2(Sn(OH)6),2.432595,Direct,1.456252,14.0,-4.662911414
399,H6N8Pd1,(NH3)4Pd(N3)4Pd,2.589829,Indirect,1.053723,87.0,-6.0908952273333
400,Hf9Mo4Ni1,Hf9Mo4Ni,0.0,Indirect,0.0,194.0,-10.106387538571
401,Hf9Ni1Re4,Hf9Re4Ni,0.0,Indirect,0.0,194.0,-10.702726936786
402,I10La6Os1,I10La6Os,0.0,Indirect,0.0,2.0,-4.6198563841176
403,I1Li1O4Zn1,LiZnO(IO3),4.416437,Indirect,3.250361,40.0,-4.5041052414286
404,I2O6Pd1,Pd(IO3)2,2.835508,Indirect,1.10312,61.0,-4.5080340508333
405,In1K1O2,InKO2,3.438565,Indirect,2.07277,166.0,-4.957018675
406,In1La1Pd1,LaPdIn,0.0,Indirect,0.0,189.0,-5.0344717144444
407,In1Nb3S4,In2Nb6S8,0.0,Indirect,0.0,176.0,-6.567551345625
408,In1Nb3Te4,In2Nb6Te8,0.0,Indirect,0.0,176.0,-5.737903535625
409,In4Lu5Pd2,Lu5Pd2In4,0.0,Indirect,0.0,55.0,-4.5756998131818
410,In9La11Pd4,La11Pd4In9,0.0,Indirect,0.0,65.0,-4.73203565875
411,Ir1Li2Mg1,Li2MgIr,0.0,Indirect,0.0,215.0,-3.693225565625
412,K1O12P1S2Sb2,KSb2(SO4)2(PO4),5.476047,Indirect,4.188334,2.0,-6.2194874916667
413,K2O9Si3Zr1,K2Zr(Si3O9),6.534471,Indirect,4.861389,143.0,-7.590075985
414,K3N6O12Rh1,K3(Rh(NO2)6),0.0,Indirect,0.0,225.0,-4.6036086009091
415,Ca2H1N1,Ca2NH,2.376602,Indirect,1.617445,227.0,-4.692037943125
416,K3Ni1O2,K3NiO2,2.716084,Indirect,1.537576,136.0,-3.6661280258333
417,P1Pd1S3,Pd2(P2S6),0.0,Indirect,0.0,12.0,-4.787258156
418,Pd1S1Sb1,PdSbS,0.0,Indirect,0.0,198.0,-4.8849269058333
419,Al1C1Mn3,AlMn3C,0.0,Indirect,0.0,221.0,-8.170660382
420,Al1C1Pt3,Pt3AlC,0.0,Indirect,0.0,221.0,-6.03655335
421,Al1C1Ti2,Ti2AlC,0.0,Indirect,0.0,194.0,-7.80572681125
422,Al1C2Ta3,Ta3AlC2,0.0,Indirect,0.0,194.0,-10.198078626667
423,Al1C3Nb4,Nb4AlC3,0.0,Indirect,0.0,194.0,-9.50348306
424,Al1Co2Nb1,AlCo2Nb,0.0,Indirect,0.0,225.0,-7.3583418525
425,Al1Co2V1,AlCo2V,0.0,Indirect,0.0,225.0,-7.104654875
426,Al1Cu2Ti1,AlCu2Ti,0.0,Indirect,0.0,225.0,-5.0442442525
427,Al1Mn1Ni2,AlMnNi2,0.0,Indirect,0.0,225.0,-6.307648425
428,Al1N1Ti2,Ti2AlN,0.0,Indirect,0.0,194.0,-8.0628149425
429,Al1Ni2V1,AlNi2V,0.0,Indirect,0.0,225.0,-6.292523545
430,Al2Ca1Ga2,CaAl2Ga2,0.0,Indirect,0.0,139.0,-3.371592968
431,As1Hf9Mo4,Hf9Mo4As,0.0,Indirect,0.0,194.0,-10.128018108929
432,Au4In2Rb1,RbAu4In2,0.0,Indirect,0.0,140.0,-2.9887972942857
433,B12Ce8Re13,Ce8Re13B12,0.0,Indirect,0.0,166.0,-9.16355
434,B1C1Mo2,Mo2BC,0.0,Indirect,0.0,63.0,-9.7024162125
435,B1C2Sc2,Sc2BC2,0.0,Indirect,0.0,139.0,-8.096538702
436,B1Ge3Ta5,Ta5Ge3B,0.0,Indirect,0.0,193.0,-9.2700552138889
437,B1Hf9Mo4,Hf9Mo4B,0.0,Indirect,0.0,194.0,-10.188659918214
438,B1Hf9Os4,Hf9Os4B,0.0,Indirect,0.0,194.0,-10.510305578571
439,B1Mg8Pt4,Mg8Pt4B,0.0,Indirect,0.0,227.0,-3.9799315807692
440,B1Nb5Si3,Nb5Si3B,0.0,Indirect,0.0,193.0,-8.84768337
441,B2C1Sc1,ScB2C,0.0,Indirect,0.0,135.0,-7.8070029975
442,B2C2Sc1,ScB2C2,0.0,Indirect,0.0,55.0,-8.0867111845
443,B2Ce1Os2,CeOs2B2,0.0,Indirect,0.0,22.0,-8.828939697
444,B2Co1Mo2,Mo2CoB2,0.0,Indirect,0.0,71.0,-8.959505064
445,B2Co5Ta3,Ta3Co5B2,0.0,Indirect,0.0,127.0,-8.8136384755
446,B2Fe1Mo2,FeMo2B2,0.0,Indirect,0.0,127.0,-9.148135878
447,B2Mo2Ni1,Mo2NiB2,0.0,Indirect,0.0,71.0,-8.630208664
448,B2Mo2Ta1,Mo2TaB2,0.0,Indirect,0.0,127.0,-9.904259078
449,B2Nb2Os1,Nb2OsB2,0.0,Indirect,0.0,128.0,-9.5491885725
450,B2Nb3Ru5,B2Nb3Ru5,0.0,Indirect,0.0,127.0,-9.423473279
451,B2Os1Sc1,ScOsB2,0.0,Indirect,0.0,62.0,-8.39908878875
452,B3Co1V1,CoVB3,0.0,Indirect,0.0,63.0,-7.832160729
453,B3Ir7Sn4,Sn4Ir7B3,0.0,Indirect,0.0,176.0,-7.2298541953571
454,B3Ni1W3,W3NiB3,0.0,Indirect,0.0,63.0,-9.6613497364286
455,B4Ca2Rh5,Ca2Rh5B4,0.0,Indirect,0.0,69.0,-6.71050898
456,B4Hf1Ir3,HfIr3B4,0.0,Indirect,0.0,176.0,-8.45461182375
457,B4Mg2Ru5,Mg2Ru5B4,0.0,Indirect,0.0,55.0,-7.2511973840909
458,B4Os3Sc1,ScOs3B4,0.0,Indirect,0.0,63.0,-8.7884704875
459,B6Lu2Re1,Lu2ReB6,0.0,Indirect,0.0,55.0,-7.5204411775
460,B8Ru6Ta7,Ta7Ru6B8,0.0,Indirect,0.0,175.0,-9.7995331633333
461,Ba1Fe1O3,Ba(FeO3),0.0,Indirect,0.0,161.0,-6.837697292
462,Ba1La1Si2,BaLaSi2,0.0,Indirect,0.0,63.0,-5.007475345
463,Bi1Pb3Pt1,BiPb3Pt,0.0,Indirect,0.0,136.0,-4.2886155535
464,Bi1Pt1Te1,PtTeBi,0.0,Indirect,0.0,198.0,-4.7131252116667
465,Bi2Ni1Ti4,Ti4NiBi2,0.0,Indirect,0.0,140.0,-6.6022250835714
466,Bi2Pd3S2,Pd3Bi2S2,0.0,Indirect,0.0,12.0,-4.8785975842857
467,Bi2Rh3Si2,Rh3Bi2Si2,0.0,Indirect,0.0,12.0,-5.9480636821429
468,Br1Mo3S3,Mo6S6Br2,0.0,Indirect,0.0,148.0,-7.3783245435714
469,C1Co2Nb4,Nb4Co2C,0.0,Indirect,0.0,227.0,-9.3740166457143
470,C4Co3W10,W10Co3C4,0.0,Indirect,0.0,194.0,-10.809593836765
471,C4Ir1Sc3,IrSc3C4,0.0,Indirect,0.0,71.0,-8.56437666125
472,C4Os1Sc3,Sc3OsC4,0.0,Indirect,0.0,12.0,-8.79911216375
473,Ca1Ge2Rh2,CaRh2Ge2,0.0,Indirect,0.0,139.0,-5.888771442
474,Ca1In2Ir1,CaIrIn2,0.0,Indirect,0.0,62.0,-4.414915923125
475,Ca3Cd8Pt4,Ca3Cd8Pt4,0.0,Indirect,0.0,225.0,-2.912220229
476,Ca3Ir4Si4,Ca3Ir4Si4,0.0,Indirect,0.0,217.0,-6.5769031581818
477,Cd1Li2Sn1,CdLi2Sn,0.0,Indirect,0.0,225.0,-2.41746269
478,Cd1Mo6Se8,CdMo6Se8,0.0,Indirect,0.0,148.0,-6.7685437993333
479,Cd1O4S1,Cd(SO4),0.0,Indirect,0.0,164.0,-4.0092777875
480,Cl6K2Mo1,K2(MoCl6),0.0,Indirect,0.0,225.0,-4.0521892
481,Co2Ge1Mn1,Co2MnGe,0.0,Indirect,0.0,225.0,-7.0667449025
482,Co2Sn1Zr1,Co2SnZr,0.0,Indirect,0.0,225.0,-6.93615734125
483,Co4Hf4Si7,HfCoSi1.75,0.0,Indirect,0.0,139.0,-7.853823328
484,Co7Ga16Ti6,Co7Ga16Ti6,0.0,Indirect,0.0,225.0,-5.2908224572414
485,Cr1S6Ta3,Ta3CrS6,0.0,Indirect,0.0,182.0,-8.036206154
486,Fe1P1Ta4,Ta4FeP,0.0,Indirect,0.0,124.0,-10.602043195833
487,B12C2Mg1,Mg(B12)C2,2.947924,Indirect,2.14566,74.0,-6.8603336073333
488,B13Co1Lu4,CoLu4B13,0.0,Indirect,0.0,128.0,-6.732757955
489,B13Lu4Ni1,Lu4NiB13,0.0,Indirect,0.0,128.0,-6.6460320608333
490,B1Li1Pt3,LiPt3B,0.0,Indirect,0.0,189.0,-5.8927429806667
491,B1Li2Pt3,Li2Pt3B,0.0,Indirect,0.0,212.0,-5.3709901608333
492,B1Lu5Si3,Lu5Si3B,0.0,Indirect,0.0,193.0,-5.6026560633333
493,B1Mo4Zr9,Zr9Mo4B,0.0,Indirect,0.0,194.0,-9.2035198803571
494,B1Rb1Se3,Rb(BSe(Se2)),2.488254,Indirect,1.492367,14.0,-4.168323992
495,B1S2Tl1,Tl(BS2),2.476916,Indirect,1.726452,166.0,-4.7642117004167
496,B1S3Tl3,Tl3BS3,1.650128,Indirect,1.087843,11.0,-4.1069246128571
497,Ba1Co1O2,BaCoO2,2.76074,Direct,1.529009,152.0,-6.03154056125
498,Be1K2O2,K4Be2O4,4.318896,Indirect,2.869532,14.0,-4.9659230505
499,Bi1F9Xe1,(XeF3)(BiF6),3.662897,Indirect,2.004147,2.0,-3.0183846931818
500,Bi1Fe1O3,Bi(FeO3),3.301963,Indirect,2.241127,161.0,-6.308181045
501,Bi1Fe1O3,Bi(FeO3),3.562312,Direct,2.410013,161.0,-6.276547688
502,Bi1O4Sb1,BiSbO4,3.878955,Indirect,2.388759,15.0,-6.0139736691667
503,Bi1O7Ti8,Ti8BiO7,0.0,Indirect,0.0,65.0,-8.511689238125
504,Ca10Pt7Si3,Ca10Pt7Si3,0.0,Indirect,0.0,193.0,-4.83501604775
505,Ca1Cd1Pb1,CaCdPb,0.0,Indirect,0.0,189.0,-2.4576673533333
506,Ca1Cd1Sn1,CaCdSn,0.0,Indirect,0.0,189.0,-2.6668574888889
507,Ca1Cr1F6,CaCrF6,2.912923,Indirect,1.563331,148.0,-5.46836881
508,Ca1Cu1F4,CaCuF4,5.007389,Direct,2.581542,140.0,-4.75280049
509,Ca1Cu1O2,CaCuO2,0.0,Indirect,0.0,4.0,-5.62623822375
510,Ca1Cu9Sn4,CaCu9Sn4,0.0,Indirect,0.0,140.0,-3.7570361385714
511,Ca1F5Ti1,CaTiF5,3.191559,Direct,0.129281,15.0,-6.2327133142857
512,Ca1Ga3Ni2,CaGa3Ni2,0.0,Indirect,0.0,63.0,-4.0986575358333
513,Ca1Ge2Ni1,CaNiGe2,0.0,Indirect,0.0,63.0,-4.64980516
514,Ca1Ge2Pt1,CaPtGe2,0.0,Indirect,0.0,71.0,-5.001436494375
515,Ca1In4Ni1,CaIn4Ni,0.0,Indirect,0.0,63.0,-3.2422982225
516,Ca1In4Pd1,CaPdIn4,0.0,Indirect,0.0,63.0,-3.3417935266667
517,Ca1Na4Sn6,Na4CaSn6,0.0,Indirect,0.0,194.0,-3.0394616913636
518,Ca1Ni2Zn3,CaNi2Zn3,0.0,Indirect,0.0,191.0,-3.0185860888889
519,Ca1Ni4Sn2,CaNi4Sn2,0.0,Indirect,0.0,140.0,-4.8546609842857
520,Ca1O3Ti1,Ca(TiO3),3.474207,Direct,2.130385,140.0,-7.98374978
521,Ca1Pb1Pd1,CaPbPd,0.0,Indirect,0.0,189.0,-4.1856727022222
522,Ca2Cd1P2,Ca2CdP2,2.058244,Direct,1.308224,36.0,-3.993431933
523,Ca2Ga2O5,Ca2(Ga2O5),3.672541,Direct,2.114468,46.0,-6.2240134322222
524,Ca2Ge1N2,Ca2GeN2,0.021761,Direct,0.0,135.0,-5.81096706825
525,Ca2Ge1O4,Ca2(GeO4),4.510566,Indirect,2.840906,139.0,-6.4694949128571
526,Ca2Ge2Sn1,Ca2SnGe2,0.0,Indirect,0.0,127.0,-3.901371908
527,Ca2In1N1,Ca2InN,0.0,Indirect,0.0,63.0,-4.383247665
528,Ca2Mn3O8,Ca2Mn3O8,2.90442,Indirect,1.320645,12.0,-6.9923249107692
529,Ca2N2Zn1,Ca2ZnN2,1.721821,Indirect,0.674256,139.0,-4.934721002
530,Ca2O7Sb2,Ca2(Sb2O7),3.293801,Indirect,1.714525,74.0,-6.406879045
531,Ca2O7Sb2,Ca2(Sb2O6)O,1.283175,Direct,0.160178,227.0,-5.9640689
532,Ca3Co4Sn13,Ca3Co4Sn13,0.0,Indirect,0.0,223.0,-4.46322751175
533,Ca3Ge13Ir4,Ca3Ir4Ge13,0.0,Indirect,0.0,223.0,-5.40514941225
534,Ca3Ge13Rh4,Ca3Rh4Ge13,0.0,Indirect,0.0,223.0,-5.115669865
535,Ca3Ge1O1,Ca3GeO,0.657832,Direct,0.107766,62.0,-4.6270743905
536,Ca3Ge2P4,Ca3(Ge2P4),1.310286,Indirect,0.694422,14.0,-4.8245711869444
537,Ca3In4Ni8,Ca3Ni8In4,0.0,Indirect,0.0,186.0,-4.2581852333333
538,Ca3Ir4Sn13,Ca3Ir4Sn13,0.0,Indirect,0.0,223.0,-4.98132902025
539,Ca3N3V1,Ca3(VN3),1.918973,Direct,1.316416,63.0,-6.2723634064286
540,Ca3O1Si1,Ca3SiO,0.581546,Direct,0.067216,62.0,-4.719904832
541,Ca3P4Si2,Ca3Si2P4,1.513386,Direct,0.847272,14.0,-5.1325497283333
542,Ca3Rh4Sn13,Ca3Rh4Sn13,0.0,Indirect,0.0,223.0,-4.729946065
543,Ca4In2N1,Ca4In2N,0.0,Indirect,0.0,141.0,-3.6599051264286
544,Ca4Mn2O7,Ca2MnO3.5,3.637243,Indirect,2.18122,64.0,-6.8149458096154
545,Ca4N4Ti1,Ca4TiN4,2.455902,Indirect,1.534998,2.0,-6.5681936788889
546,Ca4Pd4Si3,Ca4Pd4Si3,0.0,Indirect,0.0,15.0,-4.8793131227273
547,Ca5Ga2N4,Ca5Ga2N4,0.0,Indirect,0.0,64.0,-5.2149114968182
548,Ca5H1Sn3,Ca5Sn3H,0.0,Indirect,0.0,140.0,-3.3648863066667
549,Ca5Ir19P12,Ca5Ir19P12,0.0,Indirect,0.0,189.0,-7.44297177
550,Ca5Mn1Pb3,Ca5Pb3Mn,0.0,Indirect,0.0,193.0,-3.5596344233333
551,Ca6Cu2Sn7,Ca6Cu2Sn7,0.0,Indirect,0.0,12.0,-3.606583094
552,Ca6Ga1N5,Ca6GaN5,1.599472,Indirect,0.771148,193.0,-5.4688093970833
553,Ca7N2Tl3,(Ca7N2)Tl3,0.0,Indirect,0.0,65.0,-3.6861433033333
554,Ca7Ni4Sn13,Ca7Ni4Sn13,0.0,Indirect,0.0,83.0,-4.0496186233333
555,Cd1Cl3Cs1,CsCdCl3,3.832972,Direct,2.465342,194.0,-2.9036221023333
556,Cd1Cr1F6,CdCrF6,2.792591,Indirect,1.517747,148.0,-4.63626908875
557,Cd1Cs2I4,Cs2(CdI4),3.731563,Direct,2.730951,11.0,-2.3985343078571
558,Cd1Cs3D5,Cs3(CdD4)D,3.589355,Direct,2.626168,140.0,-2.4143014288889
559,Cd1Ga2O4,CdGa2O4,3.091139,Indirect,1.57759,227.0,-5.4533530307143
