,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
7885,Ru1S2,RuS2,1.580138,Indirect,0.578873,205.0,-6.3683093175
7886,S1Tl2,Tl2S,1.24748,Indirect,0.797775,146.0,-3.2122484988889
7887,S2Sn1,SnS2,2.318139,Indirect,1.527919,164.0,-4.40577154
7888,S2Sr1,SrS2,2.349565,Indirect,1.291018,140.0,-4.6727893716667
7889,S2Tc1,TcS2,1.679112,Indirect,1.074528,2.0,-6.8260456333333
7890,S2Tl2,Tl2S2,1.339841,Direct,0.700576,92.0,-3.3642966604687
7891,S2W1,WS2,1.796403,Indirect,1.231629,160.0,-7.8842949833333
7892,S2Zr1,ZrS2,1.81672,Indirect,0.99451,164.0,-7.1306039233333
7893,S3Sb2,Sb2S3,1.873733,Indirect,1.268955,62.0,-4.382602241
7894,S3Tl4,Tl4S3,1.271605,Direct,0.667115,14.0,-3.3109132389286
7895,S3Zr1,ZrS3,1.87944,Direct,1.02213,11.0,-6.43835
7896,S5Tl2,Tl2S5,2.404891,Indirect,1.546505,19.0,-3.7197464807143
7897,Mo1S2,MoS2,1.731633,Indirect,1.139398,194.0,-7.2466561483333
7898,S3Y2,Y2S3,2.399474,Direct,1.48126,11.0,-7.135605589
7899,S2Ti1,TiS2,0.283644,Indirect,0.0,164.0,-6.5740332266667
7900,S2Zn1,Zn(S2),2.502034,Indirect,1.72041,205.0,-3.3364323708333
7901,S3Ti1,TiS3,0.980361,Indirect,0.184908,11.0,-5.98307795125
7902,Ag8S1,Ag8S,0.0,Direct,0.0,44.0,-2.7237358377778
7903,B12S1,B12S,0.0,Direct,0.0,166.0,-6.1411003553846
7904,Hf2S1,Hf2S,0.0,Direct,0.0,194.0,-9.0472327683333
7905,Hg1S1,HgS,0.313503,Direct,0.0,216.0,-2.272794965
7906,Mo15S19,Mo15S19,0.0,Direct,0.0,176.0,-7.7748747095588
7907,Mo2.06S3,Mo2.06S3,0.0,Direct,0.0,11.0,-7.533028674
7908,Mo2S3,Mo2S3,0.0,Direct,0.0,11.0,-7.533096392
7909,Mo3S4,Mo3S4,0.0,Direct,0.0,148.0,-7.72084
7910,Mo6S8,Mo6S8,0.0,Direct,0.0,148.0,-7.7297136292857
7911,Nb1S1,NbS,0.0,Direct,0.0,194.0,-7.989764915
7912,Nb1S3,NbS3,0.0,Indirect,0.0,11.0,-6.3733802904167
7913,Nb3S4,Nb3S4,0.0,Direct,0.0,176.0,-7.7692182471429
7914,Os1S2,OsS2,0.0,Direct,0.0,205.0,-6.8293047616667
7915,Pd16S7,Pd16S7,0.0,Direct,0.0,217.0,-5.1312543530435
7916,Pd1S1,PdS,0.852243,Indirect,0.0,84.0,-5.030508435625
7917,Pd1S2,PdS2,0.0,Indirect,0.0,61.0,-4.7499242275
7918,Pd4S1,Pd4S,0.0,Direct,0.0,114.0,-5.169012496
7919,Pt1S1,PtS,0.0,Indirect,0.424187,131.0,-5.5325966025
7920,Rh17S15,Rh17S15,0.0,Direct,0.0,221.0,-6.2230927395312
7921,Rh1S2,RhS2,0.0,Direct,0.0,205.0,-5.53701214
7922,S1Sn1,SnS,0.0,Indirect,0.0,39.0,-5.260607195
7923,S1Ta1,TaS,0.0,Direct,0.0,187.0,-8.643524695
7924,S1Ta2,Ta2S,0.0,Direct,0.0,57.0,-9.8830277672222
7925,S1Ta6,Ta6S,0.0,Direct,0.0,2.0,-11.01729584
7926,S1Tl1,TlS,0.0,Indirect,0.0,166.0,-3.3662694825
7927,S1Y1,YS,0.0,Direct,0.0,225.0,-7.29437164
7928,S1Zr1,ZrS,0.0,Direct,0.0,129.0,-7.787077915
7929,S1Zr2,Zr2S,0.0,Direct,0.0,58.0,-8.164685695
7930,S2Ta1,TaS2,0.0,Indirect,0.0,42.0,-7.7415651266667
7931,S2Ta3,Ta3S2,0.010083,Direct,0.0,39.0,-9.517328737
7932,S2Y1,YS2,0.0,Indirect,0.0,129.0,-6.568211705
7933,S3Sr1,SrS3,0.0,Indirect,0.0,41.0,-4.2972676466667
7934,S3Ta1,TaS3,0.0,Direct,0.0,11.0,-6.84618
7935,S4Zr3,Zr3S4,0.0,Direct,0.0,227.0,-7.3217936035714
7936,S7Y5,Y5S7,0.0,Indirect,0.0,12.0,-7.1766927766667
7937,Nb1S2,NbS2,0.0,Direct,0.0,36.0,-7.1352315125
7938,Nb21S8,Nb21S8,0.0,Direct,0.0,87.0,-8.9699449137931
7939,Rh3S4,Rh3S4,0.0,Indirect,0.0,12.0,-5.9703076342857
7940,S2Zr9,Zr9S2,0.0,Direct,0.0,141.0,-8.3339191002273
7941,S8Zr21,Zr21S8,0.0,Direct,0.0,87.0,-8.2160146241379
7942,S0.25Ti1,TiS0.25,0.0,Direct,0.0,194.0,-7.7743498
7943,S1Ti1,TiS,0.0,Direct,0.0,187.0,-7.397177945
7944,S1Ti2,Ti2S,0.0,Direct,0.0,58.0,-7.6283669561111
7945,As4S3,As4S3,3.015557,Indirect,2.150762,62.0,-4.5376285528571
7946,Cs2S1,Cs2S,3.091968,Indirect,2.165834,62.0,-2.9329432583333
7947,Ga2S3,Ga2S3,3.087334,Direct,2.032734,9.0,-4.284839174
7948,Ge1S2,GeS2,3.374857,Indirect,2.232716,7.0,-4.5523913658333
7949,Ge1S2,GeS2,3.384229,Indirect,2.241427,43.0,-4.5510527805556
7950,Ge1S2,GeS2,3.306089,Indirect,2.165384,142.0,-4.5452036764583
7951,Li2S1,Li2S,4.902262,Indirect,3.897314,62.0,-3.9337257225
7952,Li2S1,Li2S,4.079667,Indirect,3.126006,33.0,-3.8145871816667
7953,S2Si1,SiS2,3.91166,Indirect,2.788092,72.0,-5.2042322833333
7954,S2Si1,SiS2,4.166398,Indirect,3.106195,14.0,-5.1911685841667
7955,S2Si1,SiS2,3.760981,Indirect,2.723861,14.0,-5.1766225113889
7956,Ge1S2,GeS2,3.458665,Indirect,2.400864,122.0,-4.5463040783333
7957,S1Zn1,ZnS,3.466959,Direct,2.701365,160.0,-3.17891539
7958,S1Zn1,ZnS,3.545718,Direct,2.753851,186.0,-3.171017385
7959,S2Si1,SiS2,4.052531,Indirect,3.05214,122.0,-5.172834005
7960,As2S3,As2S3,2.650479,Indirect,1.771451,14.0,-4.4662709735
7961,As2S3,As2S3,2.723594,Indirect,1.813832,14.0,-4.460925483
7962,As4S4,As4S4,2.404459,Indirect,1.64473,14.0,-4.52213971875
7963,As4S4,As4S4,2.591853,Indirect,1.78966,14.0,-4.5014613375
7964,As4S4,As4S4,2.63318,Direct,1.79033,14.0,-4.49792
7965,Ba1S3,BaS3,1.939723,Indirect,0.96351,18.0,-4.596788806875
7966,Cd1S1,CdS,1.210833,Indirect,0.240143,59.0,-2.933586055
7967,Cd1S1,CdS,1.219676,Indirect,0.245634,225.0,-2.93225686
7968,Cs2S6,Cs2S6,2.56249,Indirect,1.604553,2.0,-3.84748566625
7969,Ga1S1,GaS,2.459878,Direct,1.524493,166.0,-4.158471715
7970,Ge1S1,GeS,1.754354,Indirect,1.194182,62.0,-4.5691282275
7971,Ge1S1,GeS,1.740987,Indirect,1.185963,62.0,-4.56891265375
7972,Hg1S1,HgS,2.485278,Indirect,1.568687,152.0,-2.269258455
7973,K2S5,K2S5,2.711343,Indirect,1.683933,19.0,-3.8095588982143
7974,Na2S2,Na2S2,2.325755,Direct,1.212349,194.0,-3.5652361525
7975,Pb1S1,PbS,0.474914,Direct,0.064090999999999,225.0,-4.41052488
7976,Pb1S1,PbS,0.534092,Indirect,0.114626,62.0,-4.40694863125
7977,Pb1S1,PbS,1.661678,Direct,1.07445,63.0,-4.3580528725
7978,Pt1S1,PtS,1.165064,Indirect,0.210828,84.0,-5.487265229375
7979,Rb2S1,Rb2S,2.900208,Direct,1.958645,62.0,-2.9519906508333
7980,Rb2S1,Rb2S,2.803009,Direct,1.859919,194.0,-2.8888398483333
7981,Rb2S2,Rb2S2,2.756268,Indirect,1.688122,71.0,-3.415577205
7982,Re1S2,ReS2,1.880923,Direct,1.260806,2.0,-7.43020074875
7983,S1Sn1,SnS,1.263927,Indirect,0.844407,62.0,-4.43319636375
7984,S1Sn1,SnS,1.249141,Indirect,0.832852,62.0,-4.432968
7985,S1Sn1,SnS,1.237124,Indirect,0.823497,62.0,-4.43290496
7986,S1Sn1,SnS,1.237865,Indirect,0.821727,62.0,-4.43289417
7987,S1Sn1,SnS,0.528484,Indirect,0.120442,216.0,-4.151959465
7988,S1Sr1,SrS,2.721781,Indirect,1.767392,221.0,-4.72959992
7989,S1Tl1,TlS,1.005954,Indirect,0.319598,140.0,-3.35219360125
7990,S2Sn1,SnS2,2.151515,Indirect,1.365365,186.0,-4.4050294016667
7991,S2Sn1,SnS2,1.964143,Indirect,1.165338,227.0,-4.4013910341667
7992,S2Tl2,Tl2S2,0.992001,Indirect,0.307355,140.0,-3.35204149875
7993,S3Sb2,Sb2S3,1.8758,Indirect,1.271434,31.0,-4.3824199165
7994,S3Sb2,Sb2S3,1.875606,Indirect,1.271663,62.0,-4.38167183
7995,S3Sb2,Sb2S3,1.872658,Indirect,1.270128,62.0,-4.381614736
7996,S3Sb2,Sb2S3,1.876919,Indirect,1.27301,62.0,-4.3815249045
7997,S3Sn2,Sn(SnS3),1.234822,Indirect,0.638401,62.0,-4.4152648545
7998,Cd1S1,CdS,2.381998,Direct,1.30954,186.0,-3.015161405
7999,Al2S3,Al2S3,2.612279,Indirect,1.690929,141.0,-4.97801997525
8000,Hg1S1,HgS,2.479385,Indirect,1.569886,154.0,-2.2688705833333
8001,Mo1S2,MoS2,1.662018,Indirect,1.080362,160.0,-7.2466158566667
8002,Nb1S2,NbS2,0.302165,Direct,0.0,38.0,-7.1233679533333
8003,S2W1,WS2,1.82704,Direct,1.25575,194.0,-7.88396
8004,S3Y2,Y2S3,1.467515,Direct,0.650765,62.0,-7.13365334
8005,Ag2S1,Ag2S,0.245883,Indirect,0.0,19.0,-3.1951075391667
8006,Hg1S1,HgS,0.0,Indirect,0.0,225.0,-2.09303448
8007,Mo3S4,Mo3S4,0.0,Direct,0.0,148.0,-7.72053
8008,Mo3S4,Mo3S4,0.0,Direct,0.0,2.0,-7.6725991642857
8009,Nb1S1,NbS,0.0,Indirect,0.0,187.0,-7.971185185
8010,Nb1S2,NbS2,0.0,Indirect,0.0,42.0,-7.11254039
8011,Nb1S2,NbS2,0.0,Direct,0.0,194.0,-7.1115604416667
8012,Nb1S2,NbS2,0.0,Indirect,0.0,160.0,-7.11129725
8013,Nb1S2,NbS2,0.0,Direct,0.0,164.0,-7.07900123
8014,Nb1S2,NbS2,0.0,Direct,0.0,166.0,-7.0694093166667
8015,Pb1S1,PbS,0.0,Indirect,0.0,221.0,-4.14647274
8016,Pb1S1,PbS,0.0,Direct,0.0,39.0,-3.869
8017,S1Sn1,SnS,0.0,Indirect,0.0,39.0,-5.2603828075
8018,S1Sn1,SnS,0.328626,Direct,0.0,225.0,-4.391632255
8019,S1Tl1,TlS,0.0,Direct,0.0,221.0,-3.14398655
8020,S1Y1,YS,0.0,Direct,0.0,42.0,-7.0682418975
8021,S1Zr1,ZrS,0.0,Direct,0.0,225.0,-7.697849975
8022,S2Ta1,TaS2,0.0,Indirect,0.0,42.0,-7.7415597066667
8023,S2Ta1,TaS2,0.0,Indirect,0.0,160.0,-7.74074457
8024,S2Ta1,TaS2,0.0,Direct,0.0,194.0,-7.7394746616667
8025,S2Ta1,TaS2,0.0,Direct,0.0,166.0,-7.7166686766667
8026,S2Ta1,TaS2,0.0,Direct,0.0,164.0,-7.7063722833333
8027,S2Y1,YS2,0.0,Direct,0.0,227.0,-4.961663025
8028,Nb1S2,NbS2,0.0,Indirect,0.0,42.0,-7.11348616
8029,S1Ti1,TiS,0.0,Direct,0.0,194.0,-7.3466839075
8030,S1Ti1,TiS,0.0,Direct,0.0,166.0,-7.25407356
8031,S2Ti1,TiS2,0.272255,Indirect,0.0,12.0,-6.5739542966667
8032,S2Ti1,TiS2,0.048,Direct,0.0,227.0,-6.5608584108333
8033,S3Ti1,TiS3,0.0,Direct,0.0,160.0,-5.5387873725
8034,Au2S1,Au2S,3.011456,Direct,2.009329,224.0,-3.6162731983333
8035,Na2S1,Na2S,3.494743,Direct,2.514301,225.0,-3.3430975333333
8036,Na2S1,Na2S,3.176068,Direct,2.205513,62.0,-3.2994576566667
8037,B2S3,B2S3,3.317452,Indirect,2.338541,14.0,-5.5802568925
8038,S1Zn1,ZnS,3.475931,Direct,2.709245,156.0,-3.173277053125
8039,As1S1,AsS,2.500306,Indirect,1.725886,15.0,-4.519595389375
8040,As1S2,AsS2,1.9976,Direct,1.161835,4.0,-4.3674979275
8041,As2S3,As2S3,2.59238,Indirect,1.666708,2.0,-4.466895786
8042,As4S4,As4S4,2.470675,Indirect,1.680993,15.0,-4.519557388125
8043,As4S5,As4S5,2.537011,Indirect,1.709575,11.0,-4.4866978666667
8044,Ga1S1,GaS,2.553598,Indirect,1.698187,194.0,-4.1622340225
8045,K2S1,K2S,2.979915,Direct,2.034024,51.0,-3.0269781058333
8046,Na2S1,Na2S,2.711852,Direct,1.752805,194.0,-3.233035185
8047,Na2S2,Na2S2,1.834517,Indirect,0.755939,189.0,-3.5662684575
8048,Nb1S3,NbS3,1.075885,Indirect,0.276452,2.0,-6.3590105325
8049,Pb1S1,PbS,1.29635,Direct,0.741443,36.0,-4.36759
8050,S1Sn1,SnS,0.706657,Indirect,0.298358,63.0,-4.41456926
8051,S3Tl4,Tl4S3,0.914146,Indirect,0.49719,14.0,-3.1430454220833
8052,Nb1S2,NbS2,0.0,Indirect,0.0,5.0,-7.1071384266667
8053,Al1Cl3,AlCl3,6.728762,Direct,5.272345,12.0,-3.822810783125
8054,As1Cl3,AsCl3,4.887025,Indirect,3.761162,19.0,-3.265975408125
8055,Au1Cl1,AuCl,3.026988,Direct,1.884591,141.0,-2.75244257
8056,B1Cl3,BCl3,6.224006,Indirect,4.70514,176.0,-4.01767104875
8057,B2Cl4,B2Cl4,4.131339,Direct,2.79076,61.0,-4.19737784375
8058,B4Cl4,B4Cl4,4.195388,Indirect,3.106871,137.0,-4.62683482625
8059,Ba1Cl2,BaCl2,6.723062,Indirect,5.444953,225.0,-4.4260673366667
8060,Be1Cl2,BeCl2,7.80522,Indirect,6.396858,72.0,-3.9088683916667
8061,Bi1Cl3,BiCl3,4.456338,Indirect,3.345371,33.0,-3.284951138125
8062,Br1Cl1,BrCl,3.040209,Indirect,1.759583,36.0,-1.78849612
8063,Ca1Cl2,CaCl2,7.054481,Direct,5.400927,58.0,-4.2822763083333
8064,Cd1Cl2,CdCl2,4.87382,Indirect,3.463756,166.0,-2.5598934333333
8065,Ce1Cl3,CeCl3,3.87974,Direct,3.34939,176.0,-4.94116
8066,Cl16Si6,(Si5Cl12)(SiCl4),5.910846,Direct,4.724615,219.0,-3.9326263827273
8067,Cl1Cs1,CsCl,6.109946,Indirect,4.859846,225.0,-3.31332636
8068,Cl1K1,KCl,6.353322,Direct,5.040855,225.0,-3.38624578
8069,Cl1Li1,LiCl,8.040785,Indirect,6.616023,225.0,-3.67972129
8070,Cl1Na1,NaCl,6.667959,Direct,5.297766,225.0,-3.397920875
8071,Cl1Rb1,RbCl,6.119191,Direct,4.81337,225.0,-3.3170051
8072,Cl1Tl1,TlCl,3.297923,Direct,2.466585,225.0,-3.076135115
8073,Cl2Hg1,HgCl2,4.218474,Direct,2.823934,62.0,-1.8783928066667
8074,Cl2Hg2,Hg2Cl2,3.590639,Indirect,2.583301,139.0,-1.547958775
8075,Cl2Mg1,MgCl2,6.976449,Indirect,5.572952,164.0,-3.5889499633333
8076,Cl2Pb1,PbCl2,4.825731,Indirect,3.79334,62.0,-3.5805823075
8077,Cl2Sn1,SnCl2,3.964134,Indirect,3.068424,62.0,-3.5096139775
8078,Cl2Sr1,SrCl2,6.558758,Indirect,5.265612,225.0,-4.2667013333333
8079,Cl3Ir1,IrCl3,3.377063,Indirect,1.975251,70.0,-4.072136310625
8080,Cl3La1,LaCl3,5.770922,Indirect,4.499093,176.0,-4.91519069375
8081,Cl3Sb1,SbCl3,4.680362,Indirect,3.651526,62.0,-3.28363285
8082,Cl4Ga2,Ga(GaCl4),4.783141,Indirect,3.654543,52.0,-3.2267322916667
8083,Cl4Ge1,GeCl4,5.457517,Indirect,3.91308,14.0,-3.2798308715
8084,Cl4Hf1,HfCl4,5.375209,Indirect,4.101592,13.0,-5.295358704
8085,Cl4Si1,SiCl4,7.050979,Indirect,5.525665,14.0,-3.8000100005
8086,Cl4Sn1,SnCl4,4.881136,Indirect,3.422204,14.0,-3.1765638185
8087,Cl4Zr1,ZrCl4,4.973311,Indirect,3.66689,13.0,-4.98602112
8088,Cl5Nb1,NbCl5,3.420896,Indirect,2.269805,14.0,-4.4461745029167
8089,Cl7Ga3,Ga(Ga2Cl7),4.931036,Direct,3.722443,33.0,-3.21873068075
8090,Cl3Ir1,IrCl3,3.273322,Indirect,1.859588,12.0,-4.0578941125
8091,Cl3Rh1,RhCl3,3.065685,Indirect,1.560101,12.0,-3.813339515
8092,Cl3Y1,YCl3,5.964134,Direct,4.553888,12.0,-5.273878993125
8093,Cl4Ti1,TiCl4,4.466968,Indirect,3.144173,14.0,-4.5522924395
8094,Ag1Cl1,AgCl,2.408414,Indirect,0.882624,11.0,-2.704201665
8095,Au1Cl3,AuCl3,2.518383,Indirect,1.318796,14.0,-2.462100613125
8096,Au4Cl8,Au4Cl8,1.634022,Indirect,0.942917,2.0,-2.5655934533333
8097,B8Cl8,B8Cl8,1.559609,Indirect,0.810847,19.0,-4.8069454670312
8098,Cl1I1,ICl,2.785242,Indirect,1.747841,14.0,-1.84259982875
8099,Cl1In1,InCl,2.783231,Indirect,2.145223,198.0,-3.043410435
8100,Cl2Pd1,PdCl2,2.851935,Indirect,1.356414,148.0,-3.4568120533333
8101,Cl2Se2,Se2Cl2,2.914457,Indirect,1.925467,14.0,-2.877292515
8102,Cl2Si1,SiCl2,2.87626,Indirect,1.986507,19.0,-4.0154779766667
8103,Cl2Te3,Te3Cl2,1.939064,Indirect,1.330583,14.0,-2.9139321095
8104,Cl2Zr1,ZrCl2,1.475117,Indirect,0.894779,160.0,-5.73228729
8105,Cl3Pt1,PtCl3,1.905097,Indirect,1.12308,148.0,-3.3087503125
8106,Cl3Re1,ReCl3,1.579029,Indirect,0.999406,166.0,-5.1577761383333
8107,Cl3Tc1,TcCl3,1.944513,Indirect,0.827258,166.0,-4.71303249375
8108,Cl4Re1,ReCl4,2.542685,Indirect,0.855654,13.0,-4.541661879
8109,Cl4Tc1,TcCl4,2.55782,Direct,0.731599,61.0,-4.22497
8110,Cl4Tl2,TlTlCl4,2.74845,Indirect,1.754102,88.0,-2.7574700725
8111,Cl6I2,(ICl3)2,2.814538,Indirect,1.67306,2.0,-1.96027077875
8112,Cl6W1,WCl6,2.636811,Indirect,1.70482,148.0,-4.2770092371429
8113,Cl8Nb3,Nb3Cl8,1.068641,Indirect,0.116018,164.0,-5.3578657777273
8114,Cl9In7,In7Cl9,2.884709,Direct,2.032002,205.0,-3.0750072479687
8115,Cl9Re3,Re3Cl9,1.571944,Indirect,0.992488,166.0,-5.1569670491667
8116,Cl3Mo1,MoCl3,3.084582,Direct,1.079099,12.0,-4.971223594375
8117,Cl3Y2,Y2Cl3,1.299074,Indirect,0.689105,12.0,-5.529893572
8118,Cl4Nb1,NbCl4,2.019578,Indirect,0.970382,12.0,-4.719070088
8119,Cl4Pb1,PbCl4,2.73893,Direct,1.549965,15.0,-2.763529764
8120,Cl4Ta1,TaCl4,2.101705,Indirect,1.109291,12.0,-5.1219321715
8121,Cl4W1,WCl4,1.00169,Indirect,0.129031,12.0,-4.8757994495
8122,B12Cl12,B12Cl12,0.0,Direct,0.0,205.0,-4.89989
8123,Cl10Re2,(Cl4ReCl2ReCl4),0.0,Direct,0.0,14.0,-4.1631
8124,Cl12Zr6,Zr6Cl12,0.0,Direct,0.0,148.0,-5.6582608322222
8125,Cl18W6,W6Cl18,0.0,Direct,0.0,148.0,-5.40340541875
8126,Cl1La1,LaCl,0.0,Direct,0.0,166.0,-4.8560588825
8127,Cl1Y1,YCl,0.0,Direct,0.0,166.0,-5.6347504225
8128,Cl1Zr1,ZrCl,0.0,Direct,0.0,166.0,-6.4756723225
8129,Cl3Na1,NaCl3,0.0,Direct,0.0,223.0,-2.30723867625
8130,Cl3Ru1,RuCl3,0.0,Direct,0.0,158.0,-4.23423881
8131,Cl3Zr1,ZrCl3,0.0,Direct,0.0,193.0,-5.26023029375
8132,Cl4Mo1,MoCl4,0.0,Direct,0.0,162.0,-4.464444669
8133,Cl4Pt1,PtCl4,0.0,Direct,0.0,205.0,-2.65018307825
8134,Cl5Mo1,MoCl5,0.0,Direct,0.0,62.0,-4.13245
8135,Cl5Os1,OsCl5,0.0,Direct,0.0,14.0,-11.1055
8136,Cl6Re1,ReCl6,0.0,Direct,0.0,148.0,-3.8813622171429
8137,Cl2Ti1,TiCl2,0.0,Direct,0.0,164.0,-5.2029426766667
8138,Cl3Ti1,TiCl3,0.0,Direct,0.0,193.0,-4.89518034625
8139,Ba1Cl2,BaCl2,6.432798,Direct,5.116113,14.0,-4.4000093483333
8140,Ba1Cl2,BaCl2,6.37021,Direct,5.034141,62.0,-4.3932343958333
8141,Ba1Cl2,BaCl2,5.821614,Direct,4.493999,189.0,-4.3912756566667
8142,Be1Cl2,BeCl2,7.891557,Direct,6.46968,142.0,-3.9026431027083
8143,Ca1Cl2,CaCl2,7.059187,Direct,5.619947,60.0,-4.2737861566667
8144,Ca1Cl2,CaCl2,7.056833,Indirect,5.56928,62.0,-4.2645664408333
8145,Cl1Cs1,CsCl,6.346826,Direct,5.039919,221.0,-3.263663805
8146,Cl1K1,KCl,6.272954,Indirect,4.931202,221.0,-3.30254165
8147,Cl1Na1,NaCl,5.340545,Indirect,4.045108,221.0,-3.24458644
8148,Cl1Rb1,RbCl,6.084636,Indirect,4.745027,221.0,-3.257164435
8149,Cl1Tl1,TlCl,3.263714,Direct,2.442272,63.0,-3.0598242725
8150,Cl2Mg1,MgCl2,6.923513,Indirect,5.522474,166.0,-3.5883023633333
8151,Cl2Pb1,PbCl2,4.823049,Indirect,3.790287,14.0,-3.58034628
8152,Cl2Sn1,SnCl2,3.965936,Indirect,3.068607,14.0,-3.5095950554167
8153,Cl2Zn1,ZnCl2,5.789725,Direct,4.60707,122.0,-2.6252668583333
8154,Cl2Zn1,ZnCl2,5.609522,Direct,4.358208,137.0,-2.5979179866667
8155,Cl2Zn1,ZnCl2,5.625511,Direct,4.400666,14.0,-2.5945622947222
8156,Ag1Cl1,AgCl,2.405207,Indirect,0.904581,225.0,-2.702359835
8157,Ag1Cl1,AgCl,1.824397,Indirect,0.429301,63.0,-2.66919971
8158,Cl1In1,InCl,1.871885,Indirect,1.326245,63.0,-3.04228554
8159,Cl1In1,InCl,1.87996,Indirect,1.333675,40.0,-3.04226394
8160,Cl1In1,InCl,1.878009,Indirect,1.331976,36.0,-3.0421874675
8161,Cl1Tl1,TlCl,2.913083,Direct,2.102841,221.0,-3.029557135
8162,Cl2Pd1,PdCl2,2.278981,Indirect,0.739782,14.0,-3.4480334466667
8163,Cl2Pd1,PdCl2,2.460338,Indirect,0.821086,10.0,-3.4306389216667
8164,Cl2Pd1,PdCl2,2.519016,Indirect,0.891529,58.0,-3.4295796783333
8165,Cl2Pt1,PtCl2,2.456508,Indirect,0.935334,58.0,-3.594969645
8166,Cl3Zr1,ZrCl3,1.38411,Indirect,0.394198,162.0,-5.253948805
8167,Cl5Mo1,MoCl5,0.868276,Indirect,0.140697,2.0,-4.1121827475
8168,Cl5Sb1,SbCl5,2.895172,Direct,1.634283,14.0,-2.8631545439583
8169,Cl6W1,WCl6,2.536116,Direct,1.607063,164.0,-4.2769820909524
8170,Cl3Mo1,MoCl3,3.190824,Indirect,1.176261,15.0,-4.97241846875
8171,Cl3Tc1,TcCl3,0.800007,Indirect,0.275451,12.0,-4.597802875
8172,Al1Cl3,AlCl3,0.0,Direct,0.0,164.0,-2.9173992125
8173,Cl1Zr1,ZrCl,0.0,Direct,0.0,12.0,-6.47053111875
8174,Cl3Ru1,RuCl3,0.0,Direct,0.0,193.0,-4.23608203875
8175,Cl3Ru1,RuCl3,0.0,Direct,0.0,188.0,-4.2341674325
8176,Cl3Ru1,RuCl3,0.0,Direct,0.0,185.0,-4.235338055
8177,Cl3Ru1,RuCl3,0.0,Direct,0.0,59.0,-4.226516513125
8178,Cl3Ru1,RuCl3,0.0,Direct,0.0,151.0,-4.2050386270833
8179,Cl5Mo1,MoCl5,1.461895,Indirect,0.060698,14.0,-4.12786601875
8180,Cl1H1,HCl,0.0,Direct,0.0,225.0,-1.84555058
8181,Cl3Ti1,TiCl3,0.0,Direct,0.0,149.0,-4.8854205616667
8182,Cl3Ti1,TiCl3,0.0,Direct,0.0,163.0,-4.8848244975
8183,Cl3Ti1,TiCl3,0.0,Direct,0.0,148.0,-4.87149194875
8184,Cl3Ti1,TiCl3,0.0,Direct,0.0,151.0,-4.87128678375
8185,Cl3Ti1,TiCl3,0.0,Direct,0.0,162.0,-4.87066457125
8186,Cl3Ti1,TiCl3,0.0,Direct,0.0,15.0,-4.86624853125
8187,Ca1Cl2,CaCl2,6.931097,Direct,5.274103,136.0,-4.276611115
8188,Cl16Ge6,(Ge5Cl12)(GeCl4),4.285217,Indirect,3.090492,219.0,-3.3953072415909
8189,Cl2Pt1,PtCl2,3.128502,Indirect,1.739318,166.0,-3.6362276783333
8190,Cl3Ga1,GaCl3,5.464939,Indirect,4.006667,2.0,-3.211449215
8191,Cl9In5,In3In2Cl9,3.765916,Indirect,2.753545,167.0,-3.0792080532143
8192,Cl1H1,HCl,4.080636,Indirect,2.728092,69.0,-2.804556475
8193,Cl3Ga1,GaCl3,5.296158,Indirect,3.833246,12.0,-3.17075998125
8194,Cl2Zn1,ZnCl2,5.887939,Direct,4.431847,33.0,-2.6462261716667
8195,As1Cl5,AsCl5,2.661599,Indirect,1.313155,59.0,-2.7460279133333
8196,Cl12Mo6,Mo6Cl12,0.888528,Direct,0.114593,64.0,-5.5300144857143
8197,Cl5Sb1,SbCl5,2.945794,Direct,1.634473,194.0,-2.864420865
8198,B12P2,B12P2,3.44227,Indirect,2.476388,166.0,-6.8027752978571
8199,B6P1,B6P,3.448451,Indirect,2.482265,166.0,-6.8027721278571
8200,Cs3P7,Cs3P7,3.076263,Indirect,2.359571,76.0,-4.48543630325
8201,P4Se4,P4Se4,3.083345,Indirect,2.111469,14.0,-4.5247892028125
8202,Br3P1,PBr3,4.247242,Indirect,3.156849,62.0,-2.958976683125
8203,I3P1,PI3,3.098866,Indirect,2.20115,173.0,-2.54253166625
8204,Ag1P2,AgP2,1.378546,Indirect,0.750842,14.0,-4.5142853866667
8205,Ag3P11,Ag3P11,1.425984,Indirect,0.779937,8.0,-4.8488371514286
8206,Al1P1,AlP,2.327076,Indirect,1.625093,216.0,-5.182015135
8207,Au2P3,Au2P3,0.139757,Indirect,0.0,12.0,-4.649049503
8208,B1P1,BP,1.973924,Indirect,1.235905,216.0,-6.460850615
8209,Ba1P10,BaP10,1.890551,Indirect,1.206474,36.0,-5.3351820522727
8210,Ba1P3,BaP3,1.149461,Indirect,0.516326,12.0,-5.1895510225
8211,Ba1P8,BaP8,1.419515,Indirect,0.781563,2.0,-5.3202220877778
8212,Ba3P14,Ba3P14,2.418298,Indirect,1.723784,14.0,-5.288451165
8213,Ba3P4,Ba3P4,1.104792,Direct,0.481597,43.0,-4.8553234814286
8214,Ba4P3,Ba4P3,1.354461,Indirect,0.706744,55.0,-4.4032149114286
8215,Be1P2,BeP2,1.547868,Indirect,0.832738,1.0,-5.1715620358333
